Date,Count_,TotalLengthOfStay,Category,ObjectId
2021/01/01 00:00:00+00,237,4110,Womens Shelter,1395
2021/01/01 00:00:00+00,66,1732,Youth Shelter,1396
2021/07/01 00:00:00+00,2438,55518,All Clients,1397
2021/07/01 00:00:00+00,1230,21681,All Singles,1398
2021/07/01 00:00:00+00,1289,35571,Family Household Members,1399
2021/07/01 00:00:00+00,425,35571,Family Households,1400
2022/09/01 00:00:00+00,1432,37326,Family Household Members,1401
2022/09/01 00:00:00+00,445,37326,Family Households,1402
2022/09/01 00:00:00+00,1375,35795,Family Member,1403
2022/09/01 00:00:00+00,386,35795,Family Units,1404
2022/09/01 00:00:00+00,776,13896,Mens Shelter,1405
2022/09/01 00:00:00+00,379,5008,Mixed-Gender,1406
2022/09/01 00:00:00+00,60,1531,Offsite/Overflow Singles,1407
2022/09/01 00:00:00+00,355,6415,Single Adult Females,1408
2022/09/01 00:00:00+00,965,17703,Single Adult Males,1409
2022/09/01 00:00:00+00,63,1587,Single Youth 18 Under,1410
2022/09/01 00:00:00+00,211,3555,Womens Shelter,1411
2022/09/01 00:00:00+00,69,1715,Youth Shelter,1412
2023/04/01 00:00:00+00,2951,66408,All Clients,1413
2023/04/01 00:00:00+00,1481,26615,All Singles,1414
2023/04/01 00:00:00+00,1534,41390,Family Household Members,1415
2023/04/01 00:00:00+00,472,41390,Family Households,1416
2023/04/01 00:00:00+00,1473,39792,Family Member,1417
2023/04/01 00:00:00+00,411,39792,Family Units,1418
2023/04/01 00:00:00+00,830,14523,Men's Shelter,1419
2023/04/01 00:00:00+00,432,3393,Mixed-Gender,1420
2023/04/01 00:00:00+00,62,1598,Offsite/Overflow Singles,1421
2023/04/01 00:00:00+00,376,6718,Single Adult Females,1422
2023/04/01 00:00:00+00,1049,18457,Single Adult Males,1423
2023/04/01 00:00:00+00,56,1440,Single Youth 18 Under,1424
2023/04/01 00:00:00+00,308,5018,Women's Shelter,1425
2023/04/01 00:00:00+00,67,1712,Youth Shelter,1426
2023/08/01 00:00:00+00,2992,69293,All Clients,1427
2023/08/01 00:00:00+00,1518,28082,All Singles,1428
2023/08/01 00:00:00+00,1532,42607,Family Household Members,1429
2023/08/01 00:00:00+00,464,42607,Family Households,1430
2023/08/01 00:00:00+00,1475,41118,Family Member,1431
2023/08/01 00:00:00+00,407,41118,Family Units,1432
2023/08/01 00:00:00+00,810,14705,Men's Shelter,1433
2023/08/01 00:00:00+00,452,3322,Mixed-Gender,1434
2023/08/01 00:00:00+00,58,1489,Offsite/Overflow Singles,1435
2023/08/01 00:00:00+00,416,7786,Single Adult Females,1436
2023/08/01 00:00:00+00,1039,18658,Single Adult Males,1437
2023/08/01 00:00:00+00,63,1638,Single Youth 18 Under,1438
2023/08/01 00:00:00+00,215,4022,Women's Shelter,1439
2023/08/01 00:00:00+00,74,1891,Youth Shelter,1440
2023/12/01 00:00:00+00,3428,78626,All Clients,1441
2023/12/01 00:00:00+00,1857,36537,All Singles,1442
2023/12/01 00:00:00+00,1628,43327,Family Household Members,1443
2023/12/01 00:00:00+00,492,43327,Family Households,1444
2023/12/01 00:00:00+00,1574,42058,Family Member,1445
2023/12/01 00:00:00+00,436,42058,Family Units,1446
2023/12/01 00:00:00+00,817,15575,Men's Shelter,1447
2023/12/01 00:00:00+00,622,4560,Mixed-Gender,1448
2023/12/01 00:00:00+00,57,1269,Offsite/Overflow Singles,1449
2023/12/01 00:00:00+00,528,10627,Single Adult Females,1450
2022/03/01 00:00:00+00,86,2089,Offsite/Overflow Singles,1451
2023/12/01 00:00:00+00,1271,24462,Single Adult Males,1452
2022/03/01 00:00:00+00,358,6802,Single Adult Females,1453
2022/03/01 00:00:00+00,1040,21041,Single Adult Males,1454
2023/12/01 00:00:00+00,58,1448,Single Youth 18 Under,1455
2022/03/01 00:00:00+00,77,1731,Single Youth 18 Under,1456
2023/12/01 00:00:00+00,465,9356,Women's Shelter,1457
2022/03/01 00:00:00+00,199,3473,Womens Shelter,1458
2023/12/01 00:00:00+00,66,1801,Youth Shelter,1459
2022/03/01 00:00:00+00,72,1728,Youth Shelter,1460
2023/02/01 00:00:00+00,3021,64190,All Clients,1461
2022/05/01 00:00:00+00,2693,60053,All Clients,1462
2023/02/01 00:00:00+00,1517,26078,All Singles,1463
2022/05/01 00:00:00+00,1435,26059,All Singles,1464
2023/02/01 00:00:00+00,1557,39252,Family Household Members,1465
2022/05/01 00:00:00+00,1318,35261,Family Household Members,1466
2023/02/01 00:00:00+00,465,39252,Family Households,1467
2022/05/01 00:00:00+00,414,35261,Family Households,1468
2023/02/01 00:00:00+00,1507,38112,Family Member,1469
2022/05/01 00:00:00+00,1251,33695,Family Member,1470
2023/02/01 00:00:00+00,415,38112,Family Units,1471
2022/05/01 00:00:00+00,348,33695,Family Units,1472
2023/02/01 00:00:00+00,870,14578,Men's Shelter,1473
2022/05/01 00:00:00+00,730,12612,Mens Shelter,1474
2023/02/01 00:00:00+00,537,5498,Mixed-Gender,1475
2022/05/01 00:00:00+00,538,6916,Mixed-Gender,1476
2023/02/01 00:00:00+00,51,1140,Offsite/Overflow Singles,1477
2022/05/01 00:00:00+00,67,1566,Offsite/Overflow Singles,1478
2023/02/01 00:00:00+00,372,6011,Single Adult Females,1479
2022/05/01 00:00:00+00,367,6223,Single Adult Females,1480
2023/02/01 00:00:00+00,1089,18703,Single Adult Males,1481
2022/05/01 00:00:00+00,1007,18320,Single Adult Males,1482
2023/02/01 00:00:00+00,56,1364,Single Youth 18 Under,1483
2022/05/01 00:00:00+00,62,1516,Single Youth 18 Under,1484
2023/02/01 00:00:00+00,230,3309,Women's Shelter,1485
2022/05/01 00:00:00+00,212,3270,Womens Shelter,1486
2023/02/01 00:00:00+00,62,1477,Youth Shelter,1487
2022/05/01 00:00:00+00,64,1695,Youth Shelter,1488
2023/01/01 00:00:00+00,3051,70974,All Clients,1489
2022/11/01 00:00:00+00,2969,65728,All Clients,1490
2023/01/01 00:00:00+00,1514,28433,All Singles,1491
2022/11/01 00:00:00+00,1454,26345,All Singles,1492
2023/01/01 00:00:00+00,1590,43721,Family Household Members,1493
2022/11/01 00:00:00+00,1579,40771,Family Household Members,1494
2023/01/01 00:00:00+00,470,43721,Family Households,1495
2022/11/01 00:00:00+00,482,40771,Family Households,1496
2023/01/01 00:00:00+00,1545,42541,Family Member,1497
2022/11/01 00:00:00+00,1523,39385,Family Member,1498
2023/01/01 00:00:00+00,425,42541,Family Units,1499
2022/11/01 00:00:00+00,424,39385,Family Units,1500
2023/01/01 00:00:00+00,888,16017,Men's Shelter,1501
2022/11/01 00:00:00+00,814,14452,Mens Shelter,1502
2023/01/01 00:00:00+00,533,6033,Mixed-Gender,1503
2022/11/01 00:00:00+00,525,5413,Mixed-Gender,1504
2023/01/01 00:00:00+00,46,1180,Offsite/Overflow Singles,1505
2022/11/01 00:00:00+00,59,1388,Offsite/Overflow Singles,1506
2023/01/01 00:00:00+00,357,6365,Single Adult Females,1507
2022/11/01 00:00:00+00,332,5930,Single Adult Females,1508
2023/01/01 00:00:00+00,1097,20542,Single Adult Males,1509
2022/11/01 00:00:00+00,1053,18776,Single Adult Males,1510
2023/01/01 00:00:00+00,63,1526,Single Youth 18 Under,1511
2022/11/01 00:00:00+00,69,1639,Single Youth 18 Under,1512
2023/01/01 00:00:00+00,219,3627,Women's Shelter,1513
2022/11/01 00:00:00+00,214,3509,Womens Shelter,1514
2023/01/01 00:00:00+00,69,1537,Youth Shelter,1515
2022/11/01 00:00:00+00,65,1583,Youth Shelter,1516
2023/07/01 00:00:00+00,2997,68085,All Clients,1517
2022/10/01 00:00:00+00,2774,66481,All Clients,1518
2023/07/01 00:00:00+00,1528,27324,All Singles,1519
2022/10/01 00:00:00+00,1406,27087,All Singles,1520
2023/07/01 00:00:00+00,1533,42216,Family Household Members,1521
2022/10/01 00:00:00+00,1420,40769,Family Household Members,1522
2023/07/01 00:00:00+00,469,42216,Family Households,1523
2022/10/01 00:00:00+00,433,40769,Family Households,1524
2023/07/01 00:00:00+00,1474,40649,Family Member,1525
2022/10/01 00:00:00+00,1367,39375,Family Member,1526
2023/07/01 00:00:00+00,409,40649,Family Units,1527
2022/10/01 00:00:00+00,381,39375,Family Units,1528
2023/07/01 00:00:00+00,850,14694,Men's Shelter,1529
2022/10/01 00:00:00+00,782,14766,Mens Shelter,1530
2023/07/01 00:00:00+00,374,3041,Mixed-Gender,1531
2022/10/01 00:00:00+00,476,5412,Mixed-Gender,1532
2023/07/01 00:00:00+00,61,1567,Offsite/Overflow Singles,1533
2022/10/01 00:00:00+00,53,1394,Offsite/Overflow Singles,1534
2023/07/01 00:00:00+00,403,7400,Single Adult Females,1535
2022/10/01 00:00:00+00,331,6510,Single Adult Females,1536
2023/07/01 00:00:00+00,1067,18398,Single Adult Males,1537
2023/07/01 00:00:00+00,58,1526,Single Youth 18 Under,1538
2023/07/01 00:00:00+00,230,3692,Women's Shelter,1539
2023/07/01 00:00:00+00,68,1794,Youth Shelter,1540
2023/06/01 00:00:00+00,2997,65561,All Clients,1541
2023/06/01 00:00:00+00,1535,26008,All Singles,1542
2023/06/01 00:00:00+00,1525,41034,Family Household Members,1543
2023/06/01 00:00:00+00,466,41034,Family Households,1544
2022/10/01 00:00:00+00,1012,18952,Single Adult Males,1545
2022/10/01 00:00:00+00,63,1625,Single Youth 18 Under,1546
2022/10/01 00:00:00+00,210,3748,Womens Shelter,1547
2022/10/01 00:00:00+00,66,1767,Youth Shelter,1548
2022/09/01 00:00:00+00,2758,61624,All Clients,1549
2022/09/01 00:00:00+00,1383,25705,All Singles,1550
2022/04/01 00:00:00+00,596,11503,Mens Shelter,1551
2022/04/01 00:00:00+00,667,9421,Mixed-Gender,1552
2022/04/01 00:00:00+00,71,1769,Offsite/Overflow Singles,1553
2022/04/01 00:00:00+00,350,6343,Single Adult Females,1554
2022/04/01 00:00:00+00,997,19605,Single Adult Males,1555
2022/04/01 00:00:00+00,65,1593,Single Youth 18 Under,1556
2022/04/01 00:00:00+00,188,3195,Womens Shelter,1557
2022/04/01 00:00:00+00,62,1627,Youth Shelter,1558
2022/08/01 00:00:00+00,2760,62765,All Clients,1559
2022/08/01 00:00:00+00,1406,25651,All Singles,1560
2022/08/01 00:00:00+00,1408,38300,Family Household Members,1561
2022/08/01 00:00:00+00,440,38300,Family Households,1562
2022/08/01 00:00:00+00,1350,36962,Family Member,1563
2022/08/01 00:00:00+00,383,36962,Family Units,1564
2022/08/01 00:00:00+00,792,13770,Mens Shelter,1565
2022/08/01 00:00:00+00,403,5170,Mixed-Gender,1566
2022/08/01 00:00:00+00,58,1338,Offsite/Overflow Singles,1567
2022/08/01 00:00:00+00,359,6401,Single Adult Females,1568
2022/08/01 00:00:00+00,984,17825,Single Adult Males,1569
2022/08/01 00:00:00+00,63,1425,Single Youth 18 Under,1570
2022/08/01 00:00:00+00,218,3597,Womens Shelter,1571
2022/08/01 00:00:00+00,67,1776,Youth Shelter,1572
2022/12/01 00:00:00+00,2994,68378,All Clients,1573
2022/12/01 00:00:00+00,1493,27137,All Singles,1574
2022/12/01 00:00:00+00,1558,42395,Family Household Members,1575
2022/12/01 00:00:00+00,474,42395,Family Households,1576
2022/12/01 00:00:00+00,1504,41241,Family Member,1577
2022/12/01 00:00:00+00,420,41241,Family Units,1578
2022/12/01 00:00:00+00,878,15260,Mens Shelter,1579
2022/12/01 00:00:00+00,541,5593,Mixed-Gender,1580
2022/12/01 00:00:00+00,55,1154,Offsite/Overflow Singles,1581
2022/12/01 00:00:00+00,335,5953,Single Adult Females,1582
2022/12/01 00:00:00+00,1085,19584,Single Adult Males,1583
2022/12/01 00:00:00+00,73,1600,Single Youth 18 Under,1584
2022/12/01 00:00:00+00,212,3603,Womens Shelter,1585
2022/12/01 00:00:00+00,63,1527,Youth Shelter,1586
2022/02/01 00:00:00+00,2722,57537,All Clients,1587
2022/02/01 00:00:00+00,1468,26735,All Singles,1588
2022/02/01 00:00:00+00,1336,32569,Family Household Members,1589
2022/02/01 00:00:00+00,423,32569,Family Households,1590
2022/02/01 00:00:00+00,1259,30858,Family Member,1591
2022/02/01 00:00:00+00,346,30858,Family Units,1592
2022/02/01 00:00:00+00,651,10884,Mens Shelter,1593
2022/02/01 00:00:00+00,683,9381,Mixed-Gender,1594
2022/02/01 00:00:00+00,79,1767,Offsite/Overflow Singles,1595
2022/02/01 00:00:00+00,353,6086,Single Adult Females,1596
2022/02/01 00:00:00+00,1049,19115,Single Adult Males,1597
2022/02/01 00:00:00+00,67,1534,Single Youth 18 Under,1598
2022/02/01 00:00:00+00,199,3096,Womens Shelter,1599
2022/02/01 00:00:00+00,65,1607,Youth Shelter,1600
2023/10/01 00:00:00+00,3077,70928,All Clients,1601
2023/10/01 00:00:00+00,1578,30078,All Singles,1602
2023/10/01 00:00:00+00,1562,42227,Family Household Members,1603
2023/10/01 00:00:00+00,473,42227,Family Households,1604
2023/10/01 00:00:00+00,1504,40830,Family Member,1605
2023/10/01 00:00:00+00,413,40830,Family Units,1606
2023/10/01 00:00:00+00,762,15185,Men's Shelter,1607
2023/10/01 00:00:00+00,599,4406,Mixed-Gender,1608
2023/10/01 00:00:00+00,61,1397,Offsite/Overflow Singles,1609
2023/10/01 00:00:00+00,423,8450,Single Adult Females,1610
2023/10/01 00:00:00+00,1090,19988,Single Adult Males,1611
2023/10/01 00:00:00+00,65,1640,Single Youth 18 Under,1612
2023/10/01 00:00:00+00,170,4241,Women's Shelter,1613
2023/10/01 00:00:00+00,69,1790,Youth Shelter,1614
2023/09/01 00:00:00+00,3026,67286,All Clients,1615
2023/09/01 00:00:00+00,1539,28082,All Singles,1616
2023/09/01 00:00:00+00,1543,40529,Family Household Members,1617
2023/09/01 00:00:00+00,462,40529,Family Households,1618
2023/09/01 00:00:00+00,1491,39158,Family Member,1619
2023/09/01 00:00:00+00,407,39158,Family Units,1620
2023/09/01 00:00:00+00,815,14480,Men's Shelter,1621
2023/09/01 00:00:00+00,506,3665,Mixed-Gender,1622
2023/09/01 00:00:00+00,56,1371,Offsite/Overflow Singles,1623
2023/09/01 00:00:00+00,405,7805,Single Adult Females,1624
2023/09/01 00:00:00+00,1073,18655,Single Adult Males,1625
2023/09/01 00:00:00+00,61,1622,Single Youth 18 Under,1626
2023/09/01 00:00:00+00,201,4014,Women's Shelter,1627
2023/09/01 00:00:00+00,64,1797,Youth Shelter,1628
2024/04/01 00:00:00+00,3584,82178,All Clients,1629
2024/04/01 00:00:00+00,1856,37960,All Singles,1630
2024/04/01 00:00:00+00,1762,45061,Family Household Members,1631
2024/04/01 00:00:00+00,530,45061,Family Households,1632
2024/04/01 00:00:00+00,1726,44118,Family Member,1633
2024/04/01 00:00:00+00,493,44118,Family Units,1634
2024/04/01 00:00:00+00,722,14679,Men's Shelter,1635
2024/04/01 00:00:00+00,496,4755,Mixed-Gender,1636
2024/04/01 00:00:00+00,38,943,Offsite/Overflow Singles,1637
2024/04/01 00:00:00+00,529,11228,Single Adult Females,1638
2024/04/01 00:00:00+00,1285,25751,Single Adult Males,1639
2024/04/01 00:00:00+00,42,981,Single Youth 18 Under,1640
2024/04/01 00:00:00+00,464,10490,Women's Shelter,1641
2024/04/01 00:00:00+00,66,1691,Youth Shelter,1642
2024/08/01 00:00:00+00,3711,89552,All Clients,1643
2024/08/01 00:00:00+00,1873,40157,All Singles,1644
2024/08/01 00:00:00+00,1874,50306,Family Household Members,1645
2024/08/01 00:00:00+00,565,50306,Family Households,1646
2024/08/01 00:00:00+00,1832,49172,Family Member,1647
2024/08/01 00:00:00+00,524,49172,Family Units,1648
2024/08/01 00:00:00+00,704,15047,Men's Shelter,1649
2024/08/01 00:00:00+00,397,2270,Mixed-Gender,1650
2024/08/01 00:00:00+00,42,1134,Offsite/Overflow Singles,1651
2024/08/01 00:00:00+00,591,13186,Single Adult Females,1652
2025/04/01 00:00:00+00,384,8984,Women's Shelter,1653
2025/04/01 00:00:00+00,65,1560,Youth Shelter,1654
2025/08/01 00:00:00+00,4135,109398,All Clients,1655
2025/08/01 00:00:00+00,2113,48777,All Singles,1656
2025/08/01 00:00:00+00,2243,65778,Family Household Members,1657
2025/08/01 00:00:00+00,856,65778,Family Households,1658
2025/08/01 00:00:00+00,2003,59051,Family Member,1659
2025/08/01 00:00:00+00,600,59051,Family Units,1660
2025/08/01 00:00:00+00,783,15014,Men's Shelter,1661
2025/08/01 00:00:00+00,466,6153,Mixed-Gender,1662
2025/08/01 00:00:00+00,257,6727,Offsite/Overflow Singles,1663
2025/08/01 00:00:00+00,699,17229,Single Adult Females,1664
2025/08/01 00:00:00+00,1233,26997,Single Adult Males,1665
2025/08/01 00:00:00+00,181,4551,Single Youth 18 Under,1666
2025/08/01 00:00:00+00,353,7238,Women's Shelter,1667
2025/08/01 00:00:00+00,61,1588,Youth Shelter,1668
2025/02/01 00:00:00+00,3930,92756,All Clients,1669
2025/02/01 00:00:00+00,1998,41383,All Singles,1670
2025/02/01 00:00:00+00,2010,53040,Family Household Members,1671
2025/02/01 00:00:00+00,671,53040,Family Households,1672
2025/02/01 00:00:00+00,1915,50814,Family Member,1673
2025/02/01 00:00:00+00,576,50814,Family Units,1674
2025/02/01 00:00:00+00,713,13721,Men's Shelter,1675
2025/02/01 00:00:00+00,482,5889,Mixed-Gender,1676
2025/02/01 00:00:00+00,96,2226,Offsite/Overflow Singles,1677
2025/02/01 00:00:00+00,620,13833,Single Adult Females,1678
2025/02/01 00:00:00+00,1312,25853,Single Adult Males,1679
2025/02/01 00:00:00+00,66,1697,Single Youth 18 Under,1680
2025/02/01 00:00:00+00,425,9437,Women's Shelter,1681
2025/02/01 00:00:00+00,58,1577,Youth Shelter,1682
2025/01/01 00:00:00+00,3909,99276,All Clients,1683
2025/01/01 00:00:00+00,2019,44792,All Singles,1684
2025/01/01 00:00:00+00,1951,55882,Family Household Members,1685
2025/01/01 00:00:00+00,639,55882,Family Households,1686
2025/01/01 00:00:00+00,1869,53925,Family Member,1687
2025/01/01 00:00:00+00,558,53925,Family Units,1688
2025/01/01 00:00:00+00,713,15107,Men's Shelter,1689
2025/01/01 00:00:00+00,479,5082,Mixed-Gender,1690
2025/01/01 00:00:00+00,82,1957,Offsite/Overflow Singles,1691
2025/01/01 00:00:00+00,654,15075,Single Adult Females,1692
2025/01/01 00:00:00+00,1304,28043,Single Adult Males,1693
2025/01/01 00:00:00+00,62,1674,Single Youth 18 Under,1694
2025/01/01 00:00:00+00,536,11966,Women's Shelter,1695
2025/01/01 00:00:00+00,60,1785,Youth Shelter,1696
2025/07/01 00:00:00+00,4158,108706,All Clients,1697
2025/07/01 00:00:00+00,2115,48563,All Singles,1698
2025/07/01 00:00:00+00,2275,66136,Family Household Members,1699
2025/07/01 00:00:00+00,859,66136,Family Households,1700
2025/07/01 00:00:00+00,2032,59260,Family Member,1701
2025/07/01 00:00:00+00,602,59260,Family Units,1702
2025/07/01 00:00:00+00,784,14819,Men's Shelter,1703
2025/07/01 00:00:00+00,429,6025,Mixed-Gender,1704
2023/06/01 00:00:00+00,1466,39534,Family Member,1705
2023/06/01 00:00:00+00,407,39534,Family Units,1706
2023/06/01 00:00:00+00,852,14196,Men's Shelter,1707
2023/06/01 00:00:00+00,388,2935,Mixed-Gender,1708
2023/06/01 00:00:00+00,60,1502,Offsite/Overflow Singles,1709
2023/06/01 00:00:00+00,405,6737,Single Adult Females,1710
2023/06/01 00:00:00+00,1073,17837,Single Adult Males,1711
2023/06/01 00:00:00+00,57,1434,Single Youth 18 Under,1712
2023/06/01 00:00:00+00,217,3347,Women's Shelter,1713
2023/06/01 00:00:00+00,71,1807,Youth Shelter,1714
2023/03/01 00:00:00+00,2959,70039,All Clients,1715
2023/03/01 00:00:00+00,1489,28567,All Singles,1716
2023/03/01 00:00:00+00,1533,42864,Family Household Members,1717
2023/03/01 00:00:00+00,468,42864,Family Households,1718
2023/03/01 00:00:00+00,1474,41464,Family Member,1719
2023/03/01 00:00:00+00,408,41464,Family Units,1720
2023/03/01 00:00:00+00,889,15172,Men's Shelter,1721
2023/03/01 00:00:00+00,561,5170,Mixed-Gender,1722
2023/03/01 00:00:00+00,61,1400,Offsite/Overflow Singles,1723
2023/03/01 00:00:00+00,357,7079,Single Adult Females,1724
2023/03/01 00:00:00+00,1074,20003,Single Adult Males,1725
2023/03/01 00:00:00+00,58,1485,Single Youth 18 Under,1726
2023/03/01 00:00:00+00,277,4983,Women's Shelter,1727
2023/03/01 00:00:00+00,64,1729,Youth Shelter,1728
2023/05/01 00:00:00+00,2967,66819,All Clients,1729
2023/05/01 00:00:00+00,1495,26878,All Singles,1730
2023/05/01 00:00:00+00,1538,41544,Family Household Members,1731
2024/11/01 00:00:00+00,2022,54318,Family Household Members,1732
2023/05/01 00:00:00+00,476,41544,Family Households,1733
2023/05/01 00:00:00+00,1477,39915,Family Member,1734
2023/05/01 00:00:00+00,413,39915,Family Units,1735
2023/05/01 00:00:00+00,842,14678,Men's Shelter,1736
2023/05/01 00:00:00+00,411,3112,Mixed-Gender,1737
2023/05/01 00:00:00+00,64,1629,Offsite/Overflow Singles,1738
2024/11/01 00:00:00+00,646,54318,Family Households,1739
2023/05/01 00:00:00+00,369,6770,Single Adult Females,1740
2024/11/01 00:00:00+00,1957,52623,Family Member,1741
2024/11/01 00:00:00+00,581,52623,Family Units,1742
2024/11/01 00:00:00+00,727,14525,Men's Shelter,1743
2024/11/01 00:00:00+00,435,3503,Mixed-Gender,1744
2024/11/01 00:00:00+00,66,1695,Offsite/Overflow Singles,1745
2024/11/01 00:00:00+00,603,13183,Single Adult Females,1746
2024/11/01 00:00:00+00,1273,25910,Single Adult Males,1747
2024/11/01 00:00:00+00,58,1418,Single Youth 18 Under,1748
2024/11/01 00:00:00+00,513,12351,Women's Shelter,1749
2024/11/01 00:00:00+00,67,1752,Youth Shelter,1750
2024/10/01 00:00:00+00,3831,95730,All Clients,1751
2024/10/01 00:00:00+00,1899,41712,All Singles,1752
2024/10/01 00:00:00+00,1982,55295,Family Household Members,1753
2024/10/01 00:00:00+00,626,55295,Family Households,1754
2024/10/01 00:00:00+00,1929,53847,Family Member,1755
2024/10/01 00:00:00+00,574,53847,Family Units,1756
2024/10/01 00:00:00+00,707,15187,Men's Shelter,1757
2024/10/01 00:00:00+00,387,2922,Mixed-Gender,1758
2024/10/01 00:00:00+00,53,1448,Offsite/Overflow Singles,1759
2024/10/01 00:00:00+00,603,13584,Single Adult Females,1760
2024/10/01 00:00:00+00,1247,26894,Single Adult Males,1761
2024/10/01 00:00:00+00,49,1234,Single Youth 18 Under,1762
2024/10/01 00:00:00+00,537,13458,Women's Shelter,1763
2024/10/01 00:00:00+00,65,1777,Youth Shelter,1764
2024/09/01 00:00:00+00,3743,88213,All Clients,1765
2024/09/01 00:00:00+00,1903,39695,All Singles,1766
2024/09/01 00:00:00+00,1881,49504,Family Household Members,1767
2024/09/01 00:00:00+00,580,49504,Family Households,1768
2024/09/01 00:00:00+00,1833,48285,Family Member,1769
2024/09/01 00:00:00+00,532,48285,Family Units,1770
2024/09/01 00:00:00+00,728,14695,Men's Shelter,1771
2024/09/01 00:00:00+00,350,2158,Mixed-Gender,1772
2024/09/01 00:00:00+00,49,1219,Offsite/Overflow Singles,1773
2024/09/01 00:00:00+00,601,13107,Single Adult Females,1774
2024/09/01 00:00:00+00,1259,25482,Single Adult Males,1775
2024/09/01 00:00:00+00,43,1106,Single Youth 18 Under,1776
2024/09/01 00:00:00+00,577,13153,Women's Shelter,1777
2024/09/01 00:00:00+00,66,1698,Youth Shelter,1778
2025/04/01 00:00:00+00,4092,102095,All Clients,1779
2025/04/01 00:00:00+00,2110,45846,All Singles,1780
2025/04/01 00:00:00+00,2080,58835,Family Household Members,1781
2025/04/01 00:00:00+00,714,58835,Family Households,1782
2025/04/01 00:00:00+00,1955,55568,Family Member,1783
2025/04/01 00:00:00+00,585,55568,Family Units,1784
2025/04/01 00:00:00+00,727,14588,Men's Shelter,1785
2025/04/01 00:00:00+00,520,6779,Mixed-Gender,1786
2025/04/01 00:00:00+00,130,3267,Offsite/Overflow Singles,1787
2025/04/01 00:00:00+00,673,15758,Single Adult Females,1788
2025/04/01 00:00:00+00,1344,27805,Single Adult Males,1789
2025/04/01 00:00:00+00,95,2283,Single Youth 18 Under,1790
2023/05/01 00:00:00+00,1065,18604,Single Adult Males,1791
2023/05/01 00:00:00+00,61,1504,Single Youth 18 Under,1792
2023/05/01 00:00:00+00,198,3503,Women's Shelter,1793
2023/05/01 00:00:00+00,71,1837,Youth Shelter,1794
2023/11/01 00:00:00+00,3256,71014,All Clients,1795
2023/11/01 00:00:00+00,1706,31391,All Singles,1796
2023/11/01 00:00:00+00,1602,40805,Family Household Members,1797
2023/11/01 00:00:00+00,477,40805,Family Households,1798
2023/11/01 00:00:00+00,1550,39594,Family Member,1799
2023/11/01 00:00:00+00,425,39594,Family Units,1800
2023/11/01 00:00:00+00,765,15045,Men's Shelter,1801
2023/11/01 00:00:00+00,653,4885,Mixed-Gender,1802
2023/11/01 00:00:00+00,53,1211,Offsite/Overflow Singles,1803
2023/11/01 00:00:00+00,493,9115,Single Adult Females,1804
2023/11/01 00:00:00+00,1155,20780,Single Adult Males,1805
2023/11/01 00:00:00+00,58,1496,Single Youth 18 Under,1806
2023/11/01 00:00:00+00,335,4853,Women's Shelter,1807
2023/11/01 00:00:00+00,70,1797,Youth Shelter,1808
2024/08/01 00:00:00+00,1241,25928,Single Adult Males,1809
2024/08/01 00:00:00+00,42,1043,Single Youth 18 Under,1810
2024/08/01 00:00:00+00,572,13742,Women's Shelter,1811
2024/08/01 00:00:00+00,64,1771,Youth Shelter,1812
2024/12/01 00:00:00+00,3841,96292,All Clients,1813
2024/12/01 00:00:00+00,1929,42774,All Singles,1814
2024/12/01 00:00:00+00,1958,54825,Family Household Members,1815
2024/12/01 00:00:00+00,618,54825,Family Households,1816
2024/12/01 00:00:00+00,1898,53080,Family Member,1817
2024/12/01 00:00:00+00,558,53080,Family Units,1818
2024/12/01 00:00:00+00,713,14953,Men's Shelter,1819
2024/12/01 00:00:00+00,426,4331,Mixed-Gender,1820
2024/12/01 00:00:00+00,61,1745,Offsite/Overflow Singles,1821
2024/12/01 00:00:00+00,618,14106,Single Adult Females,1822
2024/12/01 00:00:00+00,1251,27077,Single Adult Males,1823
2024/12/01 00:00:00+00,60,1591,Single Youth 18 Under,1824
2024/12/01 00:00:00+00,519,12436,Women's Shelter,1825
2024/12/01 00:00:00+00,64,1768,Youth Shelter,1826
2024/02/01 00:00:00+00,3534,78054,All Clients,1827
2024/02/01 00:00:00+00,1876,37028,All Singles,1828
2024/02/01 00:00:00+00,1709,42190,Family Household Members,1829
2024/02/01 00:00:00+00,513,42190,Family Households,1830
2024/02/01 00:00:00+00,1659,40988,Family Member,1831
2024/02/01 00:00:00+00,463,40988,Family Units,1832
2024/02/01 00:00:00+00,743,14565,Men's Shelter,1833
2024/02/01 00:00:00+00,505,4703,Mixed-Gender,1834
2024/02/01 00:00:00+00,51,1202,Offsite/Overflow Singles,1835
2024/02/01 00:00:00+00,525,11015,Single Adult Females,1836
2024/02/01 00:00:00+00,1309,24905,Single Adult Males,1837
2024/02/01 00:00:00+00,42,1108,Single Youth 18 Under,1838
2024/02/01 00:00:00+00,509,10234,Women's Shelter,1839
2024/02/01 00:00:00+00,65,1750,Youth Shelter,1840
2024/01/01 00:00:00+00,3492,83333,All Clients,1841
2024/01/01 00:00:00+00,1884,39098,All Singles,1842
2024/01/01 00:00:00+00,1667,45763,Family Household Members,1843
2024/01/01 00:00:00+00,514,45763,Family Households,1844
2024/01/01 00:00:00+00,1603,44196,Family Member,1845
2024/01/01 00:00:00+00,451,44196,Family Units,1846
2024/01/01 00:00:00+00,736,15452,Men's Shelter,1847
