Topic,Sector,Period,Question,Response,Denominator,Numerator,Percent
Foster care,Single,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",5 or more years,281,215,76.5
Foster care,Youth,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",No,187,117,62.6
Foster care,Youth,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,134,82,61.2
Foster care,Youth,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,265,188,70.9
Foster care,Youth,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,134,48,35.8
Foster care,Youth,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,265,57,21.5
Foster care,Youth,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",Yes,187,70,37.4
Foster care,Youth,October 2021,2. Approximately how long after leaving foster care/group home did you become homeless?,1 year or less,48,22,45.8
Foster care,Youth,October 2024,2. Approximately how long after leaving foster care/group home did you become homeless?,1 year or less,57,20,35.1
Foster care,Youth,October 2021,2. Approximately how long after leaving foster care/group home did you become homeless?,More than 1 year,48,14,29.2
Foster care,Youth,October 2024,2. Approximately how long after leaving foster care/group home did you become homeless?,More than 1 year,57,21,36.8
Foster care,Youth,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",1 year or less,187,11,5.9
Foster care,Youth,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",2 to 5 years,187,23,12.3
Foster care,Youth,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",5 or more years,187,28,15.0
Health,All,April 2018,1. Do you identify as having any of the following health challenges at this time?,Addiction,1400,696,49.7
Health,All,October 2021,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,1340,421,31.4
Health,All,October 2024,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,2595,515,19.8
Health,All,October 2021,1. Do you identify as having any of the following health challenges at this time?,Medical condition,1340,501,37.4
Health,All,April 2018,1. Do you identify as having any of the following health challenges at this time?,Medical condition,1400,500,35.7
Health,All,October 2024,1. Do you identify as having any of the following health challenges at this time?,Medical condition,2595,678,26.1
Health,All,October 2021,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,1340,773,57.7
Health,All,April 2018,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,1400,621,44.4
Health,All,October 2024,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,2595,1092,42.1
Health,All,April 2018,1. Do you identify as having any of the following health challenges at this time?,Physical disability,1400,362,25.9
Health,All,October 2021,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,1340,399,29.8
Health,All,October 2024,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,2595,619,23.9
Health,All,October 2021,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,1340,787,58.7
Health,All,October 2024,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,2595,962,37.1
Health,All,October 2021,2. How many of these conditions do you have?,0 health conditions,1340,191,14.3
Health,All,October 2024,2. How many of these conditions do you have?,0 health conditions,2595,810,31.2
Health,All,October 2021,2. How many of these conditions do you have?,1 health condition,1340,251,18.7
Health,All,April 2018,2. How many of these conditions do you have?,1 health condition,1400,323,23.1
Health,All,October 2024,2. How many of these conditions do you have?,1 health condition,2595,450,17.3
Health,All,October 2021,2. How many of these conditions do you have?,2 health conditions,1340,235,17.5
Health,All,April 2018,2. How many of these conditions do you have?,2 health conditions,1400,345,24.6
Health,All,October 2024,2. How many of these conditions do you have?,2 health conditions,2595,331,12.8
Health,All,October 2021,2. How many of these conditions do you have?,3 health conditions,1340,211,15.7
Health,All,April 2018,2. How many of these conditions do you have?,3 health conditions,1400,214,15.3
Health,All,October 2024,2. How many of these conditions do you have?,3 health conditions,2595,298,11.5
Health,All,October 2021,2. How many of these conditions do you have?,4 health conditions,1340,149,11.1
Health,All,April 2018,2. How many of these conditions do you have?,4 health conditions,1400,131,9.4
Health,All,October 2024,2. How many of these conditions do you have?,4 health conditions,2595,243,9.4
Health,All,October 2021,2. How many of these conditions do you have?,5 health conditions,1340,111,8.3
Health,All,October 2024,2. How many of these conditions do you have?,5 health conditions,2595,172,6.6
Health,All,October 2021,3. Do you identify as having an acquired brain injury that happened after birth?,No,1340,941,70.2
Health,All,October 2024,3. Do you identify as having an acquired brain injury that happened after birth?,No,2595,1962,75.6
Health,All,October 2021,3. Do you identify as having an acquired brain injury that happened after birth?,Yes,1340,309,23.1
Health,All,October 2024,3. Do you identify as having an acquired brain injury that happened after birth?,Yes,2595,340,13.1
Health,Family,April 2018,1. Do you identify as having any of the following health challenges at this time?,Addiction,213,15,7.0
Health,Family,October 2021,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,137,25,18.2
Health,Family,October 2024,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,248,18,7.3
Health,Family,October 2021,1. Do you identify as having any of the following health challenges at this time?,Medical condition,137,31,22.6
Health,Family,April 2018,1. Do you identify as having any of the following health challenges at this time?,Medical condition,213,42,19.7
Health,Family,October 2024,1. Do you identify as having any of the following health challenges at this time?,Medical condition,248,25,10.1
Health,Family,October 2021,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,137,52,38.0
Health,Family,April 2018,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,213,33,15.5
Health,Family,October 2024,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,248,69,27.8
Health,Family,April 2018,1. Do you identify as having any of the following health challenges at this time?,Physical disability,213,23,10.8
Health,Family,October 2021,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,137,18,13.1
Health,Family,October 2024,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,248,27,10.9
Health,Family,October 2021,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,137,25,18.2
Health,Family,October 2024,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,248,7,2.8
Health,Family,October 2021,2. How many of these conditions do you have?,0 health conditions,137,64,46.7
Health,Family,October 2024,2. How many of these conditions do you have?,0 health conditions,248,146,58.9
Health,Family,October 2021,2. How many of these conditions do you have?,1 health condition,137,25,18.2
Health,Family,April 2018,2. How many of these conditions do you have?,1 health condition,213,37,17.4
Health,Family,October 2024,2. How many of these conditions do you have?,1 health condition,248,57,23.0
Health,Family,October 2021,2. How many of these conditions do you have?,2 health conditions,137,17,12.4
Health,Family,April 2018,2. How many of these conditions do you have?,2 health conditions,213,16,7.5
Health,Family,October 2024,2. How many of these conditions do you have?,2 health conditions,248,27,10.9
Health,Family,October 2021,2. How many of these conditions do you have?,3 health conditions,137,14,10.2
Health,Family,April 2018,2. How many of these conditions do you have?,3 health conditions,213,8,3.8
Health,Family,October 2024,2. How many of these conditions do you have?,3 health conditions,248,8,3.2
Health,Family,April 2018,2. How many of these conditions do you have?,4 health conditions,213,5,2.3
Health,Family,October 2021,2. How many of these conditions do you have?,4 or more health conditions,137,7,5.1
Health,Family,October 2024,2. How many of these conditions do you have?,4 or more health conditions,248,8,3.2
Health,Single,April 2018,1. Do you identify as having any of the following health challenges at this time?,Addiction,994,603,60.7
Health,Single,October 2021,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,937,289,30.8
Health,Single,October 2024,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,1649,358,21.7
Health,Single,October 2021,1. Do you identify as having any of the following health challenges at this time?,Medical condition,937,379,40.4
Health,Single,April 2018,1. Do you identify as having any of the following health challenges at this time?,Medical condition,994,417,42.0
Health,Single,October 2024,1. Do you identify as having any of the following health challenges at this time?,Medical condition,1649,513,31.1
Health,Single,October 2021,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,937,554,59.1
Health,Single,April 2018,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,994,490,49.3
Health,Single,October 2024,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,1649,783,47.5
Health,Single,April 2018,1. Do you identify as having any of the following health challenges at this time?,Physical disability,994,309,31.1
Health,Single,October 2021,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,937,322,34.4
Health,Single,October 2024,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,1649,479,29.0
Health,Single,October 2021,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,937,606,64.7
Health,Single,October 2024,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,1649,758,46.0
Health,Single,October 2021,2. How many of these conditions do you have?,0 health conditions,937,96,10.2
Health,Single,October 2024,2. How many of these conditions do you have?,0 health conditions,1649,436,26.4
Health,Single,October 2021,2. How many of these conditions do you have?,1 health condition,937,183,19.5
Health,Single,April 2018,2. How many of these conditions do you have?,1 health condition,994,247,24.8
Health,Single,October 2024,2. How many of these conditions do you have?,1 health condition,1649,295,17.9
Health,Single,October 2021,2. How many of these conditions do you have?,2 health conditions,937,168,17.9
Health,Single,April 2018,2. How many of these conditions do you have?,2 health conditions,994,283,28.5
Health,Single,October 2024,2. How many of these conditions do you have?,2 health conditions,1649,232,14.1
Health,Single,October 2021,2. How many of these conditions do you have?,3 health conditions,937,144,15.4
Health,Single,April 2018,2. How many of these conditions do you have?,3 health conditions,994,190,19.1
Health,Single,October 2024,2. How many of these conditions do you have?,3 health conditions,1649,225,13.6
Health,Single,October 2021,2. How many of these conditions do you have?,4 health conditions,937,111,11.8
Health,Single,April 2018,2. How many of these conditions do you have?,4 health conditions,994,109,11.0
Health,Single,October 2024,2. How many of these conditions do you have?,4 health conditions,1649,187,11.3
Health,Single,October 2021,2. How many of these conditions do you have?,5 health conditions,937,95,10.1
Health,Single,October 2024,2. How many of these conditions do you have?,5 health conditions,1649,135,8.2
Health,Single,October 2021,3. Do you identify as having an acquired brain injury that happened after birth?,No,937,633,67.6
Health,Single,October 2024,3. Do you identify as having an acquired brain injury that happened after birth?,No,1649,1254,76.0
Health,Single,October 2021,3. Do you identify as having an acquired brain injury that happened after birth?,Yes,937,241,25.7
Health,Single,October 2024,3. Do you identify as having an acquired brain injury that happened after birth?,Yes,1649,267,16.2
Health,Youth,April 2018,1. Do you identify as having any of the following health challenges at this time?,Addiction,187,80,42.8
Health,Youth,October 2021,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,134,59,44.0
Health,Youth,October 2024,1. Do you identify as having any of the following health challenges at this time?,Learning/cognitive limitation,265,66,24.9
Health,Youth,October 2021,1. Do you identify as having any of the following health challenges at this time?,Medical condition,134,26,19.4
Health,Youth,April 2018,1. Do you identify as having any of the following health challenges at this time?,Medical condition,187,37,19.8
Health,Youth,October 2024,1. Do you identify as having any of the following health challenges at this time?,Medical condition,265,42,15.8
Health,Youth,October 2021,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,134,87,64.9
Health,Youth,April 2018,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,187,98,52.4
Health,Youth,October 2024,1. Do you identify as having any of the following health challenges at this time?,Mental health issue,265,116,43.8
Health,Youth,April 2018,1. Do you identify as having any of the following health challenges at this time?,Physical disability,187,27,14.4
Health,Youth,October 2021,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,134,18,13.4
Health,Youth,October 2024,1. Do you identify as having any of the following health challenges at this time?,Physical limitation,265,29,10.9
Health,Youth,October 2021,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,134,59,44.0
Health,Youth,October 2024,1. Do you identify as having any of the following health challenges at this time?,Substance use issue,265,73,27.5
Health,Youth,October 2021,2. How many of these conditions do you have?,0 health conditions,134,23,17.2
Health,Youth,October 2024,2. How many of these conditions do you have?,0 health conditions,265,115,43.4
Health,Youth,October 2021,2. How many of these conditions do you have?,1 health condition,134,18,13.4
Health,Youth,April 2018,2. How many of these conditions do you have?,1 health condition,187,40,21.4
Health,Youth,October 2024,2. How many of these conditions do you have?,1 health condition,265,44,16.6
Health,Youth,October 2021,2. How many of these conditions do you have?,2 health conditions,134,33,24.6
Health,Youth,April 2018,2. How many of these conditions do you have?,2 health conditions,187,48,25.7
Health,Youth,October 2024,2. How many of these conditions do you have?,2 health conditions,265,29,10.9
Health,Youth,October 2021,2. How many of these conditions do you have?,3 health conditions,134,24,17.9
Health,Youth,April 2018,2. How many of these conditions do you have?,3 health conditions,187,14,7.5
Health,Youth,October 2024,2. How many of these conditions do you have?,3 health conditions,265,32,12.1
Health,Youth,October 2021,2. How many of these conditions do you have?,4 health conditions,134,8,6.0
Health,Youth,April 2018,2. How many of these conditions do you have?,4 health conditions,187,16,8.6
Health,Youth,October 2024,2. How many of these conditions do you have?,4 health conditions,265,16,6.0
Health,Youth,October 2021,2. How many of these conditions do you have?,5 health conditions,134,5,3.7
Health,Youth,October 2024,2. How many of these conditions do you have?,5 health conditions,265,13,4.9
Health,Youth,October 2021,3. Do you identify as having an acquired brain injury that happened after birth?,No,134,96,71.6
Health,Youth,October 2024,3. Do you identify as having an acquired brain injury that happened after birth?,No,265,220,83.0
Health,Youth,October 2021,3. Do you identify as having an acquired brain injury that happened after birth?,Yes,134,24,17.9
Health,Youth,October 2024,3. Do you identify as having an acquired brain injury that happened after birth?,Yes,265,22,8.3
Immigration,All,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,1340,1017,75.9
Immigration,All,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,1400,1021,72.9
Immigration,All,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,2595,1275,49.1
Immigration,All,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",1340,153,11.4
Immigration,All,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",1400,169,12.1
Immigration,All,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",2595,185,7.1
Immigration,All,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",1340,52,3.9
Immigration,All,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",1400,52,3.7
Immigration,All,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",2595,347,13.4
Immigration,All,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",1340,60,4.5
Immigration,All,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",1400,113,8.1
Immigration,All,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",2595,466,18.0
Immigration,All,October 2021,2. How long have you been in Canada?,1 to 5 years,265,65,24.5
Immigration,All,April 2018,2. How long have you been in Canada?,1 to 5 years,334,41,12.3
Immigration,All,October 2024,2. How long have you been in Canada?,1 to 5 years,1101,274,24.9
Immigration,All,October 2021,2. How long have you been in Canada?,Over 5 years,265,147,55.5
Immigration,All,April 2018,2. How long have you been in Canada?,Over 5 years,334,136,40.7
Immigration,All,October 2024,2. How long have you been in Canada?,Over 5 years,1101,221,20.1
Immigration,All,October 2021,2. How long have you been in Canada?,Under 1 year,265,18,6.8
Immigration,All,April 2018,2. How long have you been in Canada?,Under 1 year,334,117,35.0
Immigration,All,October 2024,2. How long have you been in Canada?,Under 1 year,1101,621,56.4
Immigration,All,October 2021,3. Are you a Canadian citizen?,Canadian citizen,1340,1167,87
Immigration,All,October 2024,3. Are you a Canadian citizen?,Canadian citizen,2595,1462,56.3
Immigration,All,October 2021,3. Are you a Canadian citizen?,Other,1340,7,1
Immigration,All,October 2024,3. Are you a Canadian citizen?,Other,2595,776,29.9
Immigration,All,October 2021,3. Are you a Canadian citizen?,Permanent resident,1340,103,8
Immigration,All,October 2024,3. Are you a Canadian citizen?,Permanent resident,2595,203,7.8
Immigration,All,October 2021,3. Are you a Canadian citizen?,Refugee claimant,1340,43,3
Immigration,All,October 2024,3. Are you a Canadian citizen?,Refugee claimant,2595,466,18.0
Immigration,All,October 2021,3. Are you a Canadian citizen?,Temporary foreign worker,1340,5,0
Immigration,All,October 2024,3. Are you a Canadian citizen?,Temporary foreign worker,2595,4,0.2
Immigration,Family,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,137,42,30.7
Immigration,Family,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,213,64,30.0
Immigration,Family,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,248,35,14.1
Immigration,Family,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",137,42,30.7
Immigration,Family,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",213,46,21.6
Immigration,Family,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",248,34,13.7
Immigration,Family,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",137,16,11.7
Immigration,Family,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",213,29,13.6
Immigration,Family,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",248,74,29.8
Immigration,Family,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",137,34,24.8
Immigration,Family,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",213,66,31.0
Immigration,Family,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",248,85,34.3
Immigration,Family,October 2021,2. How long have you been in Canada?,1 to 5 years,92,45,48.9
Immigration,Family,April 2018,2. How long have you been in Canada?,1 to 5 years,141,26,18.4
Immigration,Family,October 2024,2. How long have you been in Canada?,1 to 5 years,207,47,22.7
Immigration,Family,October 2021,2. How long have you been in Canada?,Over 5 years,92,33,35.9
Immigration,Family,April 2018,2. How long have you been in Canada?,Over 5 years,141,29,20.6
Immigration,Family,October 2024,2. How long have you been in Canada?,Over 5 years,207,31,15.0
Immigration,Family,October 2021,2. How long have you been in Canada?,Under 1 year,92,9,9.8
Immigration,Family,April 2018,2. How long have you been in Canada?,Under 1 year,141,68,48.2
Immigration,Family,October 2024,2. How long have you been in Canada?,Under 1 year,207,126,60.9
Immigration,Family,October 2021,3. Are you a Canadian citizen?,Canadian citizen,137,59,43
Immigration,Family,October 2024,3. Are you a Canadian citizen?,Canadian citizen,248,58,23.4
Immigration,Family,October 2021,3. Are you a Canadian citizen?,Permanent resident,137,48,35
Immigration,Family,October 2024,3. Are you a Canadian citizen?,Permanent resident,248,53,21.4
Immigration,Family,October 2021,3. Are you a Canadian citizen?,Refugee claimant,137,27,20
Immigration,Family,October 2024,3. Are you a Canadian citizen?,Refugee claimant,248,85,34.3
Immigration,Single,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,937,767,81.9
Immigration,Single,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,994,823,82.8
Immigration,Single,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,1649,987,59.9
Immigration,Single,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",937,84,9.0
Immigration,Single,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",994,93,9.4
Immigration,Single,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",1649,96,5.8
Immigration,Single,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",937,29,3.1
Immigration,Single,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",994,16,1.6
Immigration,Single,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",1649,185,11.2
Immigration,Single,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",937,24,2.6
Immigration,Single,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",994,39,3.9
Immigration,Single,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",1649,262,15.9
Immigration,Single,April 2018,2. How long have you been in Canada?,1 to 5 years,148,7,4.7
Immigration,Single,October 2021,2. How long have you been in Canada?,Over 5 years,137,87,63.5
Immigration,Single,April 2018,2. How long have you been in Canada?,Over 5 years,148,89,60.1
Immigration,Single,October 2024,2. How long have you been in Canada?,Over 5 years,594,139,23.4
Immigration,Single,April 2018,2. How long have you been in Canada?,Under 1 year,148,35,23.6
Immigration,Single,October 2021,2. How long have you been in Canada?,Under 5 years,137,21,15.3
Immigration,Single,October 2024,2. How long have you been in Canada?,Under 5 years,594,474,79.8
Immigration,Single,October 2021,3. Are you a Canadian citizen?,Canadian citizen,937,867,93
Immigration,Single,October 2024,3. Are you a Canadian citizen?,Canadian citizen,1649,1103,66.9
Immigration,Single,October 2021,3. Are you a Canadian citizen?,Other,937,7,1
Immigration,Single,October 2024,3. Are you a Canadian citizen?,Other,1649,433,26.3
Immigration,Single,October 2021,3. Are you a Canadian citizen?,Permanent resident,937,42,5
Immigration,Single,October 2024,3. Are you a Canadian citizen?,Permanent resident,1649,80,4.9
Immigration,Single,October 2021,3. Are you a Canadian citizen?,Refugee claimant,937,15,2
Immigration,Single,October 2024,3. Are you a Canadian citizen?,Refugee claimant,1649,262,15.9
Immigration,Youth,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,134,99,73.9
Immigration,Youth,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,187,140,74.9
Immigration,Youth,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?",No,265,110,41.5
Immigration,Youth,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",134,21,15.7
Immigration,Youth,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",187,26,13.9
Immigration,Youth,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, immigrant",265,17,6.4
Immigration,Youth,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee",187,9,4.8
Immigration,Youth,April 2018,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee claimant",187,8,4.3
Immigration,Youth,October 2021,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee/refugee claimant",134,7,5.2
Immigration,Youth,October 2024,"1. Did you come to Canada as an immigrant, refugee or refugee claimant?","Yes, refugee/refugee claimant",265,55,20.8
Immigration,Youth,April 2018,2. How long have you been in Canada?,1 to 5 years,43,9,20.9
Immigration,Youth,October 2021,2. How long have you been in Canada?,More than 1 year,28,22,78.6
Immigration,Youth,October 2024,2. How long have you been in Canada?,More than 1 year,139,93,66.9
Immigration,Youth,April 2018,2. How long have you been in Canada?,Over 5 years,43,14,32.6
Immigration,Youth,October 2021,2. How long have you been in Canada?,Under 1 year,28,5,17.9
Immigration,Youth,April 2018,2. How long have you been in Canada?,Under 1 year,43,14,32.6
Immigration,Youth,October 2024,2. How long have you been in Canada?,Under 1 year,139,47,33.8
Immigration,Youth,October 2021,3. Are you a Canadian citizen?,Canadian citizen,134,115,86
Immigration,Youth,October 2024,3. Are you a Canadian citizen?,Canadian citizen,265,123,46.4
Immigration,Youth,October 2021,3. Are you a Canadian citizen?,Other,134,9,7
Immigration,Youth,October 2024,3. Are you a Canadian citizen?,Other,265,105,39.6
Immigration,Youth,October 2021,3. Are you a Canadian citizen?,Permanent resident,134,10,8
Immigration,Youth,October 2024,3. Are you a Canadian citizen?,Permanent resident,265,24,9.1
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Emergency shelter,1340,740,55.2
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Emergency shelter,1400,819,58.5
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Emergency shelter,2595,1114,42.9
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Encampment,1340,28,2.1
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Encampment,2595,60,2.3
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Institution,1340,74,5.5
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Institution,1400,66,4.7
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Institution,2595,35,1.3
Location of homelessness,All,April 2018,1. Where are you staying tonight?,"Makeshift Shelter, Tent or Shack",1400,6,0.4
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Motel / Hotel,1400,107,7.6
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Motel/hotel (self-funded),1340,9,0.7
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Motel/hotel (self-funded),2595,42,1.6
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Other,1400,8,0.6
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Someone else's place,1340,149,11.1
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Someone else's Place,1400,101,7.2
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Someone else's place,2595,176,6.8
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Transitional housing,1340,178,13.3
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Transitional housing,1400,226,16.1
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Transitional housing,2595,620,23.9
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Unsheltered,1340,116,8.7
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Unsheltered,1400,41,2.9
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Unsheltered,2595,335,12.9
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Unsure,1340,39,2.9
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Unsure,1400,13,0.9
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Unsure,2595,76,2.9
Location of homelessness,All,October 2021,1. Where are you staying tonight?,Vehicle,1340,7,0.5
Location of homelessness,All,April 2018,1. Where are you staying tonight?,Vehicle,1400,4,0.3
Location of homelessness,All,October 2024,1. Where are you staying tonight?,Vehicle,2595,10,0.4
Location of homelessness,All,October 2021,2. Have you stayed in a homeless shelter in the past year?,No,1340,345,25.7
Location of homelessness,All,April 2018,2. Have you stayed in a homeless shelter in the past year?,No,1400,243,17.4
Location of homelessness,All,October 2024,2. Have you stayed in a homeless shelter in the past year?,No,2595,1017,39.2
Location of homelessness,All,October 2021,2. Have you stayed in a homeless shelter in the past year?,Yes,1340,983,73.4
Location of homelessness,All,April 2018,2. Have you stayed in a homeless shelter in the past year?,Yes,1400,1142,81.6
Location of homelessness,All,October 2024,2. Have you stayed in a homeless shelter in the past year?,Yes,2595,1578,60.8
Location of homelessness,All,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Bed bugs & other pests,345,37,10.7
Location of homelessness,All,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Crowded,345,42,12.2
Location of homelessness,All,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Fear for safety,345,106,30.7
Location of homelessness,All,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Had other temporary housing,345,72,20.9
Location of homelessness,All,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Personal choice not to stay,345,21,6.1
Location of homelessness,All,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Turned away (banned),345,10,2.9
Location of homelessness,All,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Turned away (shelters are full),345,16,4.6
Location of homelessness,Family,October 2021,1. Where are you staying tonight?,Emergency shelter,137,123,89.8
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Emergency shelter,213,105,49.3
Location of homelessness,Family,October 2024,1. Where are you staying tonight?,Emergency shelter,248,68,27.4
